"82","16520","4","4","4","5","5","5","4.45"
"83","16649","4","5","4","5","4","3","4.2"
"84","18334","4","2","2","4","2","4","3"
"85","18914","4","3","4","4","4","4","3.8"
"86","21194","4","4","2","4","4","4","3.7"
"87","26591","4","5","4","4","1","1","3.3"
"88","29237","5","4","5","4","5","5","4.65"
"89","29394","3","4","4","4","4","4","3.8"
"90","30029","5","3","5","5","5","1","4"
"91","30382","5","1","5","1","5","4","3.45"
"92","32033","4","4","1","3","5","5","3.7"
"93","32750","5","1","3","4","1","4","3"
"94","33355","3","4","4","5","5","1","3.65"
"95","34966","4","4","5","4","3","2","3.7"
"96","35632","4","4","5","4","3","4","4"
"97","38612","4","4","3","4","4","2","3.55"
"98","2026","1","4","1","4","5","4","3.1"
"99","6682","4","3","1","5","3","5","3.5"
"100","8203","2","1","5","5","5","3","3.3"
"101","8877","5","4","4","5","5","4","4.5"
"102","9665","5","4","5","4","4","2","4.05"
"103","10656","5","2","3","5","4","5","3.95"
"104","13071","4","3","4","1","5","4","3.5"
"105","13385","5","4","5","4","4","4","4.35"
"106","13461","2","4","5","4","5","5","4.05"
"107","14865","4","5","4","2","4","5","4.05"
"108","19356","4","3","4","4","3","4","3.65"
"109","20041","4","4","4","5","4","5","4.3"
"110","20136","4","4","4","4","4","2","3.7"
"111","23440","4","1","5","2","5","5","3.55"
"112","24472","4","5","5","4","4","4","4.35"
"113","24484","5","5","5","5","4","4","4.7"
"114","26771","5","2","4","5","4","5","4.1"
"115","28800","4","5","3","3","5","5","4.2"
"116","29049","4","5","3","5","1","5","3.9"
"117","30537","5","2","5","4","4","2","3.65"
"118","31733","4","5","4","2","3","4","3.75"
"119","38864","1","4","5","4","2","4","3.25"
"120","4348","4","2","5","4","4","4","3.75"
"121","6781","4","4","4","4","1","4","3.55"
"122","13610","5","4","5","5","5","3","4.5"
"123","18133","5","1","5","4","1","2","3"
"124","20285","1","3","5","4","3","5","3.35"
"125","26486","5","3","4","4","5","5","4.3"
"126","31898","4","4","4","4","4","4","4"
"127","34811","5","3","1","4","1","5","3.25"
"128","35080","5","1","5","4","5","1","3.45"
"129","35166","4","4","5","4","5","5","4.45"
"130","35362","3","5","5","4","4","5","4.3"
"131","364","4","5","5","2","4","2","3.75"
"132","1824","5","4","2","4","4","5","4.05"
"133","6005","4","4","4","3","4","5","4"
"134","8862","5","4","3","4","4","4","4.05"
"135","9709","5","4","5","5","5","5","4.8"
"136","11836","1","4","5","1","2","1","2.35"
"137","12245","5","1","4","4","1","4","3.15"
"138","14965","4","5","5","5","5","4","4.65"
"139","16694","5","3","1","4","5","4","3.7"
"140","17660","4","5","4","5","4","2","4.05"
"141","22217","4","4","5","4","1","4","3.7"
"142","22396","4","4","4","5","4","4","4.15"
"143","26259","4","4","1","4","4","5","3.7"
"144","30405","1","5","4","4","4","3","3.45"
"145","30701","5","5","4","2","2","5","3.95"
"146","39278","5","4","3","5","4","5","4.35"
"147","3124","4","4","4","2","5","4","3.85"
"148","5688","2","5","3","3","3","4","3.35"
"149","9012","4","4","5","5","4","1","3.85"
"150","9719","3","2","1","2","4","4","2.65"
"151","10371","5","3","4","5","4","2","3.85"
"152","11251","4","4","4","4","4","5","4.15"
"153","12920","5","4","2","5","5","4","4.2"
"154","15267","1","5","5","4","5","5","4.05"
"155","16324","5","4","5","3","4","4","4.2"
"156","17042","4","3","5","4","4","4","3.95"
"157","18125","3","5","4","4","3","4","3.85"
"158","19815","4","4","5","4","5","4","4.3"
"159","20116","2","5","4","5","4","4","3.95"
"160","21469","5","4","1","5","4","4","3.9"
"161","21623","2","4","5","5","4","4","3.9"
"162","23282","4","4","4","4","4","4","4"
"163","27107","5","2","4","5","5","4","4.1"
"164","28530","1","4","4","5","4","5","3.7"
"165","28868","1","5","1","1","4","4","2.7"
"166","30219","3","3","4","4","5","3","3.6"
"167","30322","5","4","4","4","5","1","3.9"
"168","32914","4","4","1","4","4","1","3.1"
"169","34608","1","4","4","1","4","1","2.5"
"170","35586","4","4","5","4","5","4","4.3"
"171","36563","4","5","2","4","5","1","3.6"
"172","36843","5","1","4","4","3","4","3.45"
"173","37383","3","5","4","3","5","4","4"
"174","542","1","4","1","4","4","4","2.95"
"175","7857","1","1","5","4","5","1","2.65"
"176","9437","4","1","5","5","1","4","3.25"
"177","10730","4","1","5","5","3","5","3.7"
"178","12935","5","3","2","5","3","1","3.25"
"179","15573","4","4","5","4","4","4","4.15"
"180","16370","4","4","5","5","5","2","4.15"
"181","18732","4","3","4","4","4","4","3.8"
"182","19563","1","5","4","5","4","2","3.45"
"183","26264","5","5","4","4","3","4","4.25"
"184","26872","2","2","4","4","3","1","2.6"
"185","29422","5","4","4","4","4","5","4.35"
"186","34165","4","5","5","4","4","1","3.9"
"187","35233","5","4","5","1","4","4","3.9"
"188","35751","4","4","4","4","4","3","3.85"
"189","36795","4","5","5","5","4","4","4.5"
"190","37585","5","4","4","4","5","4","4.35"
"191","620","5","4","4","5","3","4","4.2"
"192","645","1","4","5","3","2","4","3.1"
"193","757","4","4","5","4","5","1","3.85"
"194","2155","4","4","4","4","4","2","3.7"
"195","4260","3","4","4","4","3","4","3.65"
"196","6808","4","5","5","5","5","1","4.2"
"197","9058","1","4","5","1","2","5","2.95"
"198","10323","3","4","4","1","4","5","3.5"
"199","14452","5","1","3","5","4","5","3.75"
"200","14902","4","4","5","4","4","5","4.3"
"201","15116","4","4","4","5","4","4","4.15"
"202","15455","1","4","5","4","2","4","3.25"
"203","19443","4","4","3","4","5","4","4"
"204","19553","4","2","1","5","4","4","3.3"
"205","20048","5","5","4","4","5","4","4.55"
"206","20227","5","4","4","4","3","5","4.2"
"207","20945","4","4","4","4","5","5","4.3"
"208","22079","5","5","1","4","5","5","4.25"
"209","22400","4","2","4","5","4","4","3.75"
"210","23122","4","1","1","1","5","3","2.5"
"211","28496","5","5","4","2","4","4","4.1"
"212","34929","3","5","4","5","4","4","4.15"
"213","35222","1","5","4","1","1","5","2.85"
"214","37440","5","5","3","1","1","1","2.9"
"215","6289","5","4","5","2","5","3","4.05"
"216","6560","1","4","5","4","5","5","3.85"
"217","6665","4","4","5","4","2","4","3.85"
"218","9910","4","5","4","4","4","4","4.2"
"219","13646","1","4","5","4","5","4","3.7"
"220","16859","4","4","5","4","5","4","4.3"
"221","22026","4","3","5","5","5","1","3.8"
"222","22267","4","5","4","1","3","5","3.75"
"223","24971","5","1","4","4","5","5","3.9"
"224","27880","4","5","1","4","5","1","3.45"
"225","30414","1","5","4","5","4","3","3.6"
"226","33803","4","4","5","5","5","3","4.3"
"227","37872","4","4","4","3","5","4","4"
"228","38961","1","5","4","4","4","5","3.75"
"229","5547","5","4","3","4","5","4","4.2"
"230","6053","1","5","4","5","5","4","3.9"
"231","7471","4","3","5","4","4","4","3.95"
"232","9724","4","4","5","4","4","2","3.85"
"233","17506","4","5","5","4","5","4","4.5"
"234","17860","5","5","1","1","5","4","3.65"
"235","18233","1","4","4","4","4","5","3.55"
"236","18290","3","5","4","4","5","5","4.3"
"237","19576","4","4","4","4","5","4","4.15"
"238","22853","2","5","5","5","4","2","3.8"
"239","23005","4","5","5","5","5","5","4.8"
"240","25192","4","4","4","5","2","5","4"
"241","26360","4","4","1","2","5","5","3.55"
"242","28650","5","5","4","2","1","4","3.65"
"243","32159","5","3","3","5","4","4","4"
"244","32416","5","4","4","4","4","4","4.2"
"245","32938","5","5","5","3","4","4","4.4"
"246","34381","4","5","5","2","5","5","4.35"
"247","34396","4","4","5","5","5","5","4.6"
"248","36857","4","5","4","5","4","5","4.5"
"249","37001","5","5","5","5","5","5","5"
"250","37874","2","4","4","5","4","4","3.75"
"251","2596","4","5","5","4","4","5","4.5"
"252","5730","5","5","4","4","1","3","3.8"
"253","8739","1","5","2","5","4","5","3.6"
"254","10294","5","1","5","5","5","4","4.05"
"255","12364","1","5","2","5","5","1","3.15"
"256","13725","1","4","3","5","4","4","3.4"
"257","14252","4","1","2","5","5","5","3.55"
"258","18588","4","1","4","5","5","2","3.4"
"259","22550","4","1","5","4","4","1","3.1"
"260","22721","5","4","5","4","3","4","4.2"
"261","24556","5","5","5","5","4","2","4.4"
"262","30922","1","5","4","5","5","4","3.9"
"263","33118","4","1","4","4","5","4","3.55"
"264","34995","4","3","5","5","5","5","4.4"
"265","37799","4","5","5","5","5","3","4.5"
"266","38812","5","4","4","4","4","5","4.35"
"267","867","4","5","5","5","5","5","4.8"
"268","1435","4","5","5","4","4","4","4.35"
"269","5430","5","1","5","5","2","5","3.75"
"270","5769","4","1","5","4","5","5","3.85"
"271","7815","5","4","3","5","5","3","4.2"
"272","8611","5","1","5","4","5","5","4.05"
"273","12075","5","1","5","4","2","5","3.6"
"274","12816","1","4","5","4","4","4","3.55"
"275","13826","5","4","3","1","5","5","3.9"
"276","14509","4","2","5","5","1","4","3.45"
"277","15078","1","4","5","4","5","4","3.7"
"278","15212","4","4","1","3","3","5","3.4"
"279","17539","1","1","4","4","2","5","2.65"
"280","18540","5","4","1","4","2","4","3.45"
"281","27176","4","1","4","5","4","5","3.7"
"282","27868","4","1","5","5","5","1","3.4"
"283","506","1","5","5","5","5","4","4.05"
"284","4151","5","5","5","4","4","4","4.55"
"285","5236","5","1","5","5","4","4","3.9"
"286","6779","5","4","4","4","4","4","4.2"
"287","8622","5","5","5","5","2","2","4.1"
"288","8915","5","4","5","3","1","4","3.75"
"289","10857","1","5","5","5","5","4","4.05"
"290","13013","4","5","5","5","3","4","4.35"
"291","16300","4","5","2","4","3","4","3.75"
"292","19556","4","3","4","4","2","4","3.5"
"293","20889","3","5","4","4","1","4","3.55"
"294","21178","5","5","5","4","5","4","4.7"
"295","23162","1","4","5","4","4","1","3.1"
"296","24416","4","4","4","4","5","4","4.15"
"297","25443","5","3","4","4","4","5","4.15"
"298","26390","5","5","4","4","4","2","4.1"
"299","30991","5","5","4","5","5","4","4.7"
"300","32564","4","4","4","5","5","4","4.3"
"301","36256","1","4","5","4","1","4","3.1"
"302","37005","4","4","1","4","5","5","3.85"
"303","39557","5","1","4","4","5","2","3.45"
"304","56","5","4","5","3","1","2","3.45"
"305","2357","4","4","4","5","4","5","4.3"
"306","4994","4","5","5","4","4","5","4.5"
"307","5161","5","4","4","4","5","1","3.9"
"308","5622","4","4","1","4","4","1","3.1"
"309","6285","4","1","5","5","5","4","3.85"
"310","8843","4","5","5","3","4","4","4.2"
"311","12428","4","5","4","4","4","5","4.35"
"312","15920","5","5","2","4","4","4","4.1"
"313","18578","5","4","4","2","1","2","3.15"
"314","26430","4","5","5","4","4","2","4.05"
"315","28730","4","4","3","5","1","4","3.55"
"316","28830","4","4","4","4","2","5","3.85"
"317","28946","4","5","4","4","5","4","4.35"
"318","29144","5","5","4","4","3","4","4.25"
"319","29561","3","5","1","5","4","1","3.25"
"320","32246","4","5","4","4","5","5","4.5"
"321","36001","4","4","4","4","4","4","4"
"322","36489","4","5","1","5","5","4","4.05"
"323","38110","5","4","5","5","3","5","4.5"
"324","38827","4","4","1","5","4","4","3.7"
"325","691","4","4","5","5","4","4","4.3"
"326","10065","1","5","5","4","1","1","2.85"
"327","11002","4","5","5","2","1","5","3.75"
"328","13810","5","3","4","5","4","3","4"
"329","13825","3","2","5","3","4","5","3.55"
"330","15658","1","4","1","5","1","5","2.8"
"331","16732","4","4","5","4","4","5","4.3"
"332","20621","2","5","4","5","5","5","4.25"
"333","20934","4","4","2","4","4","5","3.85"
"334","24495","4","4","5","5","1","3","3.7"
"335","27872","1","4","2","4","4","1","2.65"
"336","30970","1","4","5","4","5","4","3.7"
"337","32635","4","5","4","1","5","2","3.6"
"338","34188","4","5","5","4","4","5","4.5"
"339","36196","5","4","5","3","4","4","4.2"
"340","3450","4","5","5","4","4","4","4.35"
"341","3866","5","4","5","2","5","5","4.35"
"342","3915","5","2","5","4","4","5","4.1"
"343","8321","5","5","4","4","4","5","4.55"
"344","8425","4","2","5","4","5","4","3.9"
"345","8828","4","4","3","5","5","5","4.3"
"346","10847","4","5","5","1","4","1","3.45"
"347","11493","2","5","5","1","4","5","3.65"
"348","11921","5","5","4","2","4","4","4.1"
"349","18002","5","5","5","5","1","4","4.25"
"350","18265","5","5","5","5","5","4","4.85"
"351","18694","5","5","3","4","5","5","4.55"
"352","21400","3","5","3","1","4","4","3.4"
"353","21547","5","5","4","4","5","4","4.55"
"354","26820","5","4","4","4","4","3","4.05"
"355","31989","1","5","1","5","2","4","3"
"356","32218","5","5","4","4","5","5","4.7"
"357","34365","3","5","1","4","4","2","3.25"
"358","35524","1","1","3","4","3","5","2.65"
"359","36555","3","4","4","4","1","5","3.5"
"360","14320","4","4","4","5","4","4","4.15"
"361","14420","5","4","1","4","1","4","3.3"
"362","16824","1","4","1","2","5","5","2.95"
"363","17070","1","4","1","5","5","5","3.4"
"364","17404","4","5","5","2","2","1","3.3"
"365","19573","3","4","5","2","5","2","3.5"
"366","20047","1","2","5","4","4","4","3.15"
"367","21376","5","4","4","5","2","4","4.05"
"368","21689","4","5","1","4","3","4","3.6"
"369","28949","5","4","1","4","4","1","3.3"
"370","31696","5","5","4","5","5","4","4.7"
"371","32571","5","1","3","4","4","3","3.3"
"372","37688","4","4","2","4","1","4","3.25"
"373","37761","5","5","3","3","5","2","3.95"
"374","39498","5","3","3","4","5","5","4.15"
"375","1845","5","4","4","5","5","4","4.5"
"376","4375","2","4","4","4","5","5","3.9"
"377","7845","4","5","2","4","5","5","4.2"
"378","9976","5","5","5","4","5","5","4.85"
"379","10835","4","4","5","4","4","3","4"
"380","12738","5","4","5","5","4","3","4.35"
"381","13337","4","4","4","4","4","5","4.15"
"382","15880","4","1","4","1","1","4","2.5"
"383","20399","2","4","5","5","5","5","4.2"
"384","23517","3","5","5","4","4","1","3.7"
"385","25273","4","4","5","4","4","3","4"
"386","27311","3","5","5","4","4","5","4.3"
"387","29304","1","4","4","4","1","3","2.8"
"388","30207","5","4","5","5","4","4","4.5"
"389","33159","2","4","5","4","5","4","3.9"
"390","34547","5","5","5","1","5","4","4.25"
"391","35536","3","5","5","4","4","4","4.15"
"392","37616","4","5","5","4","4","1","3.9"
"393","38847","4","1","2","3","5","5","3.25"
"394","745","5","4","5","5","4","3","4.35"
"395","9272","4","5","5","4","5","3","4.35"
"396","11168","5","4","5","4","4","4","4.35"
"397","14161","4","2","4","5","4","5","3.9"
"398","16442","5","4","3","4","3","4","3.9"
"399","16463","1","4","4","5","5","4","3.7"
"400","17500","1","4","1","4","4","5","3.1"
"401","17842","4","4","4","3","5","4","4"
"402","18223","4","1","4","1","5","3","2.95"
"403","18232","4","5","4","4","4","5","4.35"
"404","19710","4","3","4","5","5","2","3.8"
"405","22893","5","4","1","4","4","1","3.3"
"406","32325","4","1","5","1","4","4","3.1"
"407","38951","4","4","4","1","5","5","3.85"
"408","170","5","1","5","1","1","4","2.85"
"409","1291","5","4","5","1","4","3","3.75"
"410","1819","4","4","3","3","5","5","4"
"411","5629","1","5","4","5","5","4","3.9"
"412","5709","4","4","5","5","4","3","4.15"
"413","8705","1","1","2","4","1","5","2.2"
"414","12235","4","1","5","4","5","2","3.4"
"415","16597","3","4","4","4","4","4","3.8"
"416","18489","4","5","4","5","4","4","4.35"
"417","19651","4","4","4","4","5","4","4.15"
"418","22174","4","5","4","5","3","5","4.35"
"419","24043","5","5","5","4","4","3","4.4"
"420","28788","4","5","5","4","1","5","4.05"
"421","30012","2","5","4","1","4","5","3.5"
"422","32247","2","4","4","5","4","5","3.9"
"423","33539","4","5","1","1","5","4","3.45"
"424","33739","1","5","4","1","3","4","3"
"425","34260","2","5","5","3","4","5","3.95"
"426","38861","5","5","5","5","3","4","4.55"
"427","39249","4","5","4","5","5","4","4.5"
"428","4136","2","5","4","5","4","3","3.8"
"429","4174","1","1","5","5","5","4","3.25"
"430","7469","4","4","5","4","1","4","3.7"
"431","8891","5","3","1","5","2","5","3.55"
"432","11044","4","4","4","4","1","3","3.4"
"433","11231","4","3","1","5","4","4","3.5"
"434","11247","5","5","2","1","1","1","2.75"
"435","14286","5","2","4","4","5","5","4.1"
"436","16049","5","3","5","4","3","3","3.85"
"437","18246","5","4","5","4","1","4","3.9"
"438","18291","1","5","5","1","5","4","3.45"
"439","19330","5","4","4","4","4","4","4.2"
"440","19686","4","5","4","4","4","4","4.2"
"441","26620","4","5","2","4","5","5","4.2"
"442","29492","1","5","1","2","1","1","1.95"
"443","30770","1","4","5","5","5","4","3.85"
"444","31343","5","3","4","4","4","4","4"
"445","31914","4","5","4","4","3","5","4.2"
"446","35155","4","2","3","5","3","5","3.6"
"447","39669","5","5","4","4","5","4","4.55"
"448","32","4","3","4","5","4","5","4.1"
"449","329","5","4","4","1","4","1","3.3"
"450","2124","5","4","5","4","4","4","4.35"
"451","3081","2","3","5","5","5","3","3.7"
"452","4183","4","4","4","3","4","5","4"
"453","4851","5","1","5","5","5","5","4.2"
"454","5933","3","4","4","3","5","4","3.8"
"455","6203","1","4","5","5","4","4","3.7"
"456","6563","4","4","4","5","5","2","4"
"457","7564","3","2","5","3","5","5","3.7"
"458","9638","5","5","5","5","4","5","4.85"
"459","13155","2","4","5","5","1","4","3.45"
"460","13504","4","5","5","4","2","4","4.05"
"461","16172","3","4","4","4","5","5","4.1"
"462","16396","3","3","5","3","5","5","3.9"
"463","19058","4","4","1","4","5","3","3.55"
"464","22139","4","4","5","4","5","4","4.3"
"465","26019","5","5","4","4","5","4","4.55"
"466","29649","5","5","2","4","4","4","4.1"
"467","30588","4","4","4","3","4","5","4"
"468","32400","5","2","4","1","4","4","3.35"
"469","38163","3","3","2","5","5","2","3.3"
"470","38571","2","4","5","2","4","4","3.45"
"471","38572","5","4","4","1","5","2","3.6"
"472","38699","4","1","3","5","4","5","3.55"
"473","39718","5","4","4","1","2","4","3.45"
"474","2947","4","3","4","5","5","3","3.95"
"475","4258","1","4","1","4","4","5","3.1"
"476","5124","4","5","2","5","5","5","4.35"
"477","6514","4","4","4","5","5","5","4.45"
"478","11283","1","5","5","4","4","5","3.9"
"479","12426","5","5","4","4","4","4","4.4"
"480","17450","2","2","4","4","4","1","2.75"
"481","21169","5","5","5","5","2","5","4.55"
"482","21996","3","5","4","1","5","5","3.85"
"483","22716","4","5","4","4","3","4","4.05"
"484","24270","4","4","5","5","1","2","3.55"
"485","28773","5","3","4","3","1","5","3.55"
"486","29328","1","5","4","5","1","5","3.45"
"487","31851","4","4","5","4","5","4","4.3"
"488","33584","4","5","1","4","4","1","3.3"
"489","37973","4","3","2","4","1","5","3.2"
"490","38767","4","3","5","5","1","5","3.8"
"491","39597","4","2","1","4","5","5","3.45"
"492","2481","2","4","1","2","5","5","3.15"
"493","2786","4","4","5","4","5","5","4.45"
"494","5894","4","5","4","2","5","1","3.6"
"495","10830","1","3","1","4","2","4","2.45"
"496","11998","5","5","5","4","4","1","4.1"
"497","13717","5","4","5","2","4","2","3.75"
"498","14684","4","4","5","5","5","4","4.45"
"499","17314","4","1","5","4","5","5","3.85"
"500","18045","1","5","5","4","5","1","3.45"
"501","19263","5","4","5","4","4","4","4.35"
"502","19908","1","3","5","4","3","5","3.35"
"503","22418","5","4","5","5","5","4","4.65"
"504","30384","4","1","5","5","4","4","3.7"
"505","30600","3","1","4","5","5","4","3.5"
"506","30792","4","5","4","4","1","1","3.3"
"507","32948","4","1","4","4","1","5","3.1"
"508","34178","2","1","5","5","5","5","3.6"
"509","34482","2","1","5","5","4","3","3.15"
"510","34748","5","5","4","5","5","1","4.25"
"511","37394","1","4","1","5","1","4","2.65"
"512","37657","5","1","3","4","4","4","3.45"
"513","39402","4","4","1","5","4","4","3.7"
"514","39500","4","5","2","1","4","1","3"
"515","5470","5","4","5","3","4","5","4.35"
"516","11902","5","4","4","4","5","3","4.2"
"517","14712","4","2","4","5","5","5","4.05"
"518","16572","4","1","5","4","4","3","3.4"
"519","17099","1","4","4","1","5","4","3.1"
"520","25128","4","3","1","5","1","4","3.05"
"521","25333","5","4","5","2","5","4","4.2"
"522","28774","1","3","4","4","5","5","3.5"
"523","28928","4","5","4","5","1","1","3.45"
"524","31471","5","4","4","5","4","5","4.5"
"525","34112","5","3","4","4","4","1","3.55"
"526","35318","1","5","5","1","1","5","3"
"527","37665","3","4","4","4","4","4","3.8"
"528","194","4","5","5","5","1","4","4.05"
"529","1263","5","4","4","4","4","5","4.35"
"530","2711","4","5","1","5","4","4","3.9"
"531","2775","2","5","5","1","4","5","3.65"
"532","3594","4","4","4","5","4","5","4.3"
"533","4765","3","4","4","5","5","4","4.1"
"534","6869","4","3","5","4","4","4","3.95"
"535","6888","4","4","1","4","3","4","3.4"
"536","13166","4","1","5","4","5","5","3.85"
"537","14697","5","5","5","4","4","5","4.7"
"538","14891","4","1","5","5","4","3","3.55"
"539","16193","1","4","5","5","2","4","3.4"
"540","18654","5","4","5","4","1","5","4.05"
"541","20271","5","5","5","3","5","4","4.55"
"542","21569","5","4","4","4","5","4","4.35"
"543","22158","2","5","1","3","5","4","3.35"
"544","23380","4","4","4","4","1","5","3.7"
"545","24152","5","4","1","5","5","5","4.2"
"546","30379","4","4","4","5","5","5","4.45"
"547","31327","5","5","4","4","4","5","4.55"
"548","32838","5","5","1","4","5","5","4.25"
"549","33260","4","5","4","5","4","5","4.5"
"550","35625","5","5","4","1","4","5","4.1"
"551","35900","3","4","5","5","5","4","4.25"
"552","37643","4","4","5","4","1","4","3.7"
"553","37708","4","4","5","2","4","5","4"
"554","38860","2","1","5","4","4","4","3.15"
"555","457","4","5","4","2","5","5","4.2"
"556","1821","2","4","4","4","1","2","2.85"
"557","3735","5","5","3","5","4","3","4.25"
"558","4389","4","4","5","1","4","4","3.7"
"559","8388","5","4","1","5","1","4","3.45"
"560","9915","4","5","4","5","5","5","4.65"
"561","12897","5","4","2","1","5","1","3.15"
"562","15345","4","5","5","4","3","4","4.2"
"563","15557","4","5","5","1","2","4","3.6"
"564","18142","5","5","4","3","4","5","4.4"
"565","18325","4","4","4","5","4","5","4.3"
"566","19001","5","3","4","4","4","5","4.15"
"567","19570","4","4","5","5","4","5","4.45"
"568","20708","4","5","4","1","4","3","3.6"
"569","21626","5","5","5","5","5","1","4.4"
"570","22086","3","3","1","5","4","4","3.3"
"571","23137","5","4","1","4","5","4","3.9"
"572","25833","5","5","5","4","4","5","4.7"
"573","26395","3","5","5","4","4","4","4.15"
"574","26792","5","5","4","1","4","4","3.95"
"575","27089","5","4","3","4","5","4","4.2"
"576","27522","4","5","4","5","3","4","4.2"
"577","28318","4","4","5","5","5","5","4.6"
"578","28527","5","5","5","5","4","4","4.7"
"579","30234","1","4","4","4","4","5","3.55"
"580","31005","4","5","5","4","1","1","3.45"
"581","32464","5","3","4","5","5","4","4.3"
"582","38692","4","3","1","4","5","3","3.35"
"583","38911","5","5","2","5","4","1","3.8"
"584","877","4","4","5","5","4","4","4.3"
"585","1327","5","5","2","1","5","5","3.95"
"586","4489","4","4","1","3","5","5","3.7"
"587","12875","3","3","4","4","4","1","3.15"
"588","13083","5","5","5","4","4","5","4.7"
"589","13262","2","3","1","5","2","5","2.95"
"590","15158","4","4","4","4","2","3","3.55"
"591","16040","1","1","2","5","4","5","2.8"
"592","17153","1","5","5","5","4","5","4.05"
"593","18057","5","5","5","5","5","5","5"
"594","18312","4","4","3","4","5","4","4"
"595","23496","5","5","5","5","5","5","5"
"596","25149","1","5","1","5","4","5","3.45"
"597","25944","5","5","5","5","4","4","4.7"
"598","26315","5","5","3","4","2","4","3.95"
"599","27950","5","4","4","5","1","1","3.45"
"600","31265","1","5","5","3","2","5","3.45"
"601","31480","1","5","1","4","5","5","3.45"
"602","32542","4","5","4","5","1","5","4.05"
"603","34186","5","4","5","4","2","1","3.6"
"604","35032","5","2","5","5","4","3","3.95"
"605","35271","4","4","5","5","5","1","4"
"606","38850","5","4","5","3","4","1","3.75"
"607","10414","3","4","5","4","5","4","4.1"
"608","11443","4","4","2","5","5","4","4"
"609","11815","4","1","4","4","1","3","2.8"
"610","15178","3","4","4","5","4","4","3.95"
"611","16592","5","5","4","5","4","1","4.1"
"612","17196","5","5","5","1","5","4","4.25"
