warehouse_id,address_1,address_2,city,state,zipcode,price_per_skid,capacity,size,storage_pref,lowest_temp,highest_temp,owner_id,average_rating,number_of_ratings,,,,,,,state2,whcount
319,12477 N 66th St,0,Largo,Florida,33773,0.604931507,2110,5080,climate_controlled,55,75,3147,4,16,,53,0,,,,,
321,5600-5660 NW 79th Ave,0,Miami,Florida,33166,0.683835616,5076,16292,cooler,34,75,22473,4,21,,53,0,,,,,
322,8570-8590 NW 56th St,0,Miami,Florida,33166,0.483945205,4985,24000,climate_controlled,55,75,4431,4,18,,53,0,,,,,
323,3560 Veronica S Shoemaker Blvd,0,Fort Myers,Florida,33916,0.247232877,7141,17190,climate_controlled,55,75,17618,3.5,14,,53,0,,,,,
334,4169 Electric Way,0,Port Charlotte,Florida,33980,0.415561644,1121,5400,climate_controlled,55,75,11099,4,18,,53,0,,,,,
361,670 W 20th St,0,Hialeah,Florida,33010,0.347178082,5338,17135,dry,75,75,32214,4,13,,53,0,,,,,
366,5602-5634 W Linebaugh Ave,0,Tampa,Florida,33624,0.33139726,3590,17284,climate_controlled,55,75,12667,4,24,,53,0,,,,,
372,5056-5066 NE 12th Ave,0,Oakland Park,Florida,33334,0.557589041,571,5500,climate_controlled,55,75,19729,4,21,,53,0,,,,,
378,10505-10545 NW 37th Ter,0,Miami,Florida,33178,0.515506849,1454,7000,climate_controlled,55,75,36950,4,28,,53,0,,,,,
85,110 W McCarter Rd,0,La Fayette,Georgia,30728,0.136767123,36454,117000,dry,75,75,9332,4,24,,7,7,Georgia,7,,,
131,1401 Hills Pl NW,0,Atlanta,Georgia,30318,0.284054795,13266,31934,dry,75,75,18214,4,18,,7,0,,,,,
227,450 S Cemetery St,0,Norcross,Georgia,30071,0.352438356,6480,15600,dry,75,75,37599,4.5,17,,7,0,,,,,
265,470 Woods Mill Rd,0,Gainesville,Georgia,30501,0.163068493,31875,102302,climate_controlled,55,75,27271,4,23,,7,0,,,,,
301,1017 Franke Industrial Dr,0,Augusta,Georgia,30909,0.352438356,2336,7500,climate_controlled,55,75,3223,4.5,17,,7,0,,,,,
338,2365 Monroe Dr,0,Gainesville,Georgia,30507,0.268273973,1495,7200,climate_controlled,55,75,16884,4,26,,7,0,,,,,
365,319 Rocking D Rd,0,Temple,Georgia,30179,0.226191781,5452,17500,cooler,34,75,34694,4,19,,7,0,,,,,
190,94-480 Akoki St,0,Waipahu,Hawaii,96797,0.683835616,3252,15656,climate_controlled,55,75,13181,4,20,,4,4,Hawaii,4,,,
250,401 Hookahi St,0,Wailuku,Hawaii,96793,0.710136986,2575,12397,dry,75,75,25693,4,18,,4,0,,,,,
299,279 Puuhale Rd,0,Honolulu,Hawaii,96819,0.710136986,997,2400,climate_controlled,55,75,23552,4,23,,4,0,,,,,
363,1808 Republican St,0,Honolulu,Hawaii,96819,0.789041096,4154,10000,climate_controlled,55,75,20342,4,28,,4,0,,,,,
214,2178 W Centurion Pl,0,Boise,Idaho,83709,0.347178082,1437,6922,dry,75,75,30108,4,23,,1,1,Idaho,1,,,
5,1900 N Austin Ave,0,Chicago,Illinois,60639,0.30509589,72702,700000,climate_controlled,55,75,33546,4,22,,19,19,Illinois,19,,,
71,450 E Bunker Ct,0,Vernon Hills,Illinois,60061,0.252493151,19694,63210,climate_controlled,55,75,22232,4,29,,19,0,,,,,
76,1231-1233 Naperville Dr,0,Romeoville,Illinois,60446,0.373479452,3140,30233,climate_controlled,55,75,30217,4,21,,19,0,,,,,
97,731 N 17th St,0,Saint Charles,Illinois,60174,0.347178082,22745,73000,climate_controlled,55,75,23084,4,23,,19,0,,,,,
103,750 N 17th St,0,Saint Charles,Illinois,60174,0.241972603,7893,19000,climate_controlled,55,75,29548,4.5,14,,19,0,,,,,
106,761 N 17th St,0,Saint Charles,Illinois,60174,0.368219178,16056,77300,climate_controlled,55,75,13603,4,23,,19,0,,,,,
111,580 Exchange Ct,0,Aurora,Illinois,60504,0.43660274,12504,30100,climate_controlled,55,75,2897,4,19,,19,0,,,,,
112,1010 W 35th St,0,Chicago,Illinois,60609,0.526027397,24926,240000,climate_controlled,55,75,16327,4,27,,19,0,,,,,
113,3501 Woodhead Dr,0,Northbrook,Illinois,60062,0.526027397,6007,19280,climate_controlled,55,75,27952,4,23,,19,0,,,,,
140,220 Lake Ave,0,Lake Villa,Illinois,60046,0.205150685,934,9000,climate_controlled,55,75,1666,4,17,,19,0,,,,,
162,14723 S Drexel Ave,0,Dolton,Illinois,60419,0.241972603,33650,162000,dry,75,75,4854,4,24,,19,0,,,,,
169,554 Anderson Dr,0,Romeoville,Illinois,60446,0.615452055,3738,12000,cooler,34,75,2897,4,17,,19,0,,,,,
259,914-926 Geneva Ct,0,Shorewood,Illinois,60404,0.394520548,5816,14000,dry,75,75,7883,4,21,,19,0,,,,,
270,2400 Hassell Rd,0,Hoffman Estates,Illinois,60169,0.394520548,7608,36630,dry,75,75,10678,4,16,,19,0,,,,,
293,1663-1683 S Mount Prospect Rd,0,Des Plaines,Illinois,60018,0.315616438,16202,52000,climate_controlled,55,75,12743,4,27,,19,0,,,,,
329,4573-4575 Wagon Wheel Rd,0,Roxana,Illinois,62087,0.263013699,2305,7400,climate_controlled,55,75,25843,4,28,,19,0,,,,,
351,464-480 Country Club Dr,0,Bensenville,Illinois,60106,0.373479452,12463,30000,climate_controlled,55,75,4854,4,22,,19,0,,,,,
353,9200 W 47th St,0,Brookfield,Illinois,60513,0.552328767,1503,4825,climate_controlled,55,75,36026,4.5,19,,19,0,,,,,
364,7535 Lincoln Ave,0,Skokie,Illinois,60076,0.405041096,1348,12980,climate_controlled,55,75,11998,4,24,,19,0,,,,,
95,1300 SE Little Beaver Dr,0,Grimes,Iowa,50111,0.194630137,45698,110000,climate_controlled,55,75,21245,4,16,,1,1,Iowa,1,,,
181,1150 W 151st St,0,Olathe,Kansas,66061,0.30509589,6292,20196,dry,75,75,32759,4,19,,1,0,,,,,
195,1510 Greendale Rd,0,Lexington,Kentucky,40511,0.263013699,50268,121000,dry,75,75,19931,4,21,,2,2,Kentucky,2,,,
307,1730 Russell St,0,Covington,Kentucky,41011,0.215671233,28004,67410,dry,75,75,15410,4,18,,2,0,,,,,
119,1861 Bayou Dinde Pass,0,Westlake,Louisiana,70669,0.526027397,4486,10800,dry,75,75,18836,4,26,,1,1,Louisiana,1,,,
10,750 Warren Ave,0,Portland,Maine,4103,0.33139726,8425,27040,climate_controlled,55,75,4061,4,24,,1,0,,,,,
64,1101 Hampton Park Blvd,0,Capitol Heights,Maryland,20743,0.362958904,27473,132260,climate_controlled,55,75,13880,4.5,26,,6,6,Maryland,6,,,
110,1100-1146 Taft St,0,Rockville,Maryland,20850,0.694356164,6231,30000,dry,75,75,23670,4,17,,6,0,,,,,
311,11844-11882 Coakley Cir,0,Rockville,Maryland,20852,0.43660274,17725,42668,dry,75,75,27281,4,21,,6,0,,,,,
320,11800-11836 Coakley Cir,0,Rockville,Maryland,20852,0.43660274,4431,42668,dry,75,75,21102,4,22,,6,0,,,,,
333,15123 Marlboro Pike,0,Upper Marlboro,Maryland,20772,0.263013699,46737,150000,dry,75,75,19336,4,19,,6,0,,,,,
347,12118 Conway Rd,0,Beltsville,Maryland,20705,0.30509589,3877,9334,climate_controlled,55,75,18276,4,20,,6,0,,,,,
14,58 Pulaski St,0,Peabody,Massachusetts,1960,0.089424658,53435,171500,dry,75,75,9382,4,16,,5,5,Massachusetts,5,,,
20,71 Linden St,0,Lynn,Massachusetts,1905,0.241972603,24495,117924,dry,75,75,20737,4,15,,5,0,,,,,
135,63-65 South St,0,Hopkinton,Massachusetts,1748,0.594410959,24926,60000,cooler,34,75,288,4,25,,5,0,,,,,
188,1 Kiddie Dr,0,Avon,Massachusetts,2322,0.220931507,13501,130000,frozen,0,75,1484,4,41,,5,0,,,,,
204,47 Langdon St,0,Boston,Massachusetts,2119,0.526027397,405,3900,dry,75,75,36491,4,23,,5,0,,,,,
93,3900 E Outer Dr,0,Detroit,Michigan,48234,0.210410959,77895,250000,dry,75,75,12711,4,22,,7,7,Michigan,7,,,
96,60 Baldwin Ave,0,Pontiac,Michigan,48342,0.168328767,36351,350000,dry,75,75,22568,4,18,,7,0,,,,,
142,42150 Mound Rd,0,Sterling Heights,Michigan,48314,0.299835616,3365,16200,climate_controlled,55,75,27779,4,18,,7,0,,,,,
153,25000 Trans-X Rd,0,Novi,Michigan,48375,0.263013699,5804,18630,climate_controlled,55,75,36491,4,23,,7,0,,,,,
194,1600 Clay St,0,Detroit,Michigan,48211,0.131506849,456984,2200000,climate_controlled,55,75,19931,4,22,,7,0,,,,,
256,6900 E 14 Mile Rd,0,Warren,Michigan,48092,0.431342466,934,9000,frozen,0,75,23666,4,45,,7,0,,,,,
264,34691-34697 Nova Dr,0,Clinton Township,Michigan,48035,0.526027397,581,5600,climate_controlled,55,75,26240,4,21,,7,0,,,,,
69,2300 Clark Ave,0,Saint Louis,Missouri,63103,0.30509589,18279,44000,dry,75,75,23030,3.5,17,,7,0,,,,,
77,8201 E 23rd St,0,Kansas City,Missouri,64129,0.184109589,1199583,3850000,cooler,34,75,9332,4,12,,7,0,,,,,
86,11990 Missouri Bottom Rd,0,Hazelwood,Missouri,63042,0.173589041,22226,107000,frozen,0,75,25138,4.5,47,,7,0,,,,,
